Title,Title2,starrating,View,Keywords,Salary,Location,Keywords5,Skill1,Skill2,Skill3,Skill4,Skill5,Skll6,Skill7,Skill8,Type,Type13,Role,Industry_Type_1,Industry_Type_2,Functional_Area,Employment_Type,Role_Category
"Sr. Data Scientist/Manager (6+ yrs in DS/ML, Service Industry Only)",AVE-Promagne,,,7-12 Yrs,Not disclosed,Remote,"IT Skills
Python
Testing
Data Science
Machine Learning
Big Data
Data Science
Pyspark",IT Skills,Python,Testing,Data Science,Machine Learning,Big Data,Data Science,Pyspark,HOT JOB,4 DAYS AGO,Analytics Manager,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Scientist,"vLogix Technologies Pvt. Ltd.,",,,5-7 Yrs,"7,00,000 - 10,00,000 PA.","Chennai(Okkiyam Thuraipakkam), Bengaluru","IT Skills
Java
Python
Testing
AWS
Tableau
Power BI
Azure",IT Skills,Java,Python,Testing,AWS,Tableau,Power BI,Azure,HOT JOB,13 DAYS AGO,Database Architect/Designer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Business Analyst / Senior Business Analyst - Data Science,Latent view,3.7,(20 Reviews),2-7 Yrs,Not disclosed,Chennai,"Text mining
Business Analyst
data science
Business analysis
Machine learning
QlikView
Data mining
Analytics",Text mining,Business Analyst,data science,Business analysis,Machine learning,QlikView,Data mining,Analytics,,9 DAYS AGO,Business Analyst,Strategy, Management Consulting Firms,IT Software - Application Programming,"Full Time, Permanent",System Design/Implementation/ERP/CRM
Data Scientist,Paktolus solutions,,,3-5 Yrs,"6,00,000 - 8,00,000 PA.",Bengaluru,"IT Skills
Python
Data Science
Machine Learning
Cloud
hive
python
data analysis",IT Skills,Python,Data Science,Machine Learning,Cloud,hive,python,data analysis,,10 DAYS AGO,Program Manager,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Senior Management
Data and Business Analyst,AINE Info Tech Pvt Ltd,,,0-2 Yrs,"6,00,000 - 10,00,000 PA.","Mumbai, Hyderabad, Kolkata","IT Skills
Python
Data Science
Oracle
MS SQL
Big Data
Tableau
Data Science",IT Skills,Python,Data Science,Oracle,MS SQL,Big Data,Tableau,Data Science,HOT JOB,26 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
AI Resident - Data Scientist – Statistical Consultant,Shell India Markets Private Limited,4.2,(507 Reviews),3-5 Yrs,Not disclosed,Bengaluru,"Data Science
R
Algorithms
Artificial Intelligence
Advanced Analytics
Consultancy
Machine Learning
Statistics",Data Science,R,Algorithms,Artificial Intelligence,Advanced Analytics,Consultancy,Machine Learning,Statistics,PREFERRED,9 DAYS AGO,,,,,,
AI Resident - Data Scientist,Shell India Markets Private Limited,4.2,(507 Reviews),3-5 Yrs,Not disclosed,Bengaluru,"Data Science
R
Artificial Intelligence
Advanced Analytics
Machine Learning
Deep Learning
Linear Algebra
Python",Data Science,R,Artificial Intelligence,Advanced Analytics,Machine Learning,Deep Learning,Linear Algebra,Python,PREFERRED,9 DAYS AGO,,,,,,
Senior Data/business Intelligence Analyst - Artificial Intelligence,Intello Labs Private Limited,4.5,(4 Reviews),3-5 Yrs,Not disclosed,Gurgaon,"IT Skills
Python
Testing
Data Science
Machine Learning
Artificial Intelligence
Tableau
Power BI",IT Skills,Python,Testing,Data Science,Machine Learning,Artificial Intelligence,Tableau,Power BI,PREMIUM,4 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Analyst / Business Analytics / Fresher Analyst - MNC Job - OSC,GABA Consultancy services ,,,0-0 Yrs,"1,50,000 - 4,50,000 PA.","Lucknow, Chandigarh, Kolkata","Sales Analysis
Logistic Regression
Business Analytics
Banking
Big Data
Reporting
Statistics
Data Science",Sales Analysis,Logistic Regression,Business Analytics,Banking,Big Data,Reporting,Statistics,Data Science,,13 DAYS AGO,Data Analyst,Banking, Financial Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Immediate hiring For Principal Data Scientist - Bangalore,RANDSTAD INDIA PVT LTD,3.9,(873 Reviews),8-12 Yrs,Not disclosed,Bengaluru,"IT Skills
Python
Testing
Data Science
Machine Learning
Artificial Intelligence
Data Science
R",IT Skills,Python,Testing,Data Science,Machine Learning,Artificial Intelligence,Data Science,R,HOT JOB,10 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Analyst,Kwalee,,,1-3 Yrs,Not disclosed,Bengaluru,"Development management
Prototype
NoSQL
data science
Agile
Predictive modeling
MATLAB
Gaming",Development management,Prototype,NoSQL,data science,Agile,Predictive modeling,MATLAB,Gaming,,,Software Developer,Animation, Gaming,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Analyst,Kwalee,,,1-4 Yrs,Not disclosed,Bengaluru,"NoSQL
data science
Agile
Predictive modeling
Marketing management
MATLAB
Gaming
Marketing strategy",NoSQL,data science,Agile,Predictive modeling,Marketing management,MATLAB,Gaming,Marketing strategy,,,,,,,,
MIS Executive / Data Analyst / Research Analytics / WFM – MNC Jobs 5L,GABA Consultancy services ,,,0-5 Yrs,"2,25,000 - 4,75,000 PA.","Delhi NCR, Ghaziabad, Gurgaon","fresher data analyst
Power Bi
Process Analysis
Operation manager
Banking
Tableau
Marketing Analytics
graduate fresher",fresher data analyst,Power Bi,Process Analysis,Operation manager,Banking,Tableau,Marketing Analytics,graduate fresher,,,Data Analyst,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Product Manager - Data Scientist / Data Analyst,Fortune HR Consultant,,,3-8 Yrs,Not disclosed,Bengaluru,"Java
Product Manager
SAS
Scala
Hadoop
Tableau
Data Framework
Data mining",Java,Product Manager,SAS,Scala,Hadoop,Tableau,Data Framework,Data mining,PREMIUM,9 DAYS AGO,Data Analyst,Banking, Financial Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
MIS Executive / Data Analyst / Research Analytics / WFM – MNC Jobs 5L,GABA Consultancy services ,,,0-5 Yrs,"2,25,000 - 4,75,000 PA.","Delhi NCR, Greater Noida, Gurgaon","fresher data analyst
Power Bi
Process Analysis
Operation manager
Banking
Tableau
Marketing Analytics
graduate fresher",fresher data analyst,Power Bi,Process Analysis,Operation manager,Banking,Tableau,Marketing Analytics,graduate fresher,,10 DAYS AGO,Data Analyst,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Only Fresher / Data Scientist / Data Analyst / Business Analytics- MNC,GABA Consultancy services ,,,0-0 Yrs,"2,25,000 - 4,75,000 PA.","Faridabad, Delhi NCR, Greater Noida","O2C
fresher data analyst
Power Bi
Banking
Data Management
Tableau
Marketing Analytics
graduate fresher",O2C,fresher data analyst,Power Bi,Banking,Data Management,Tableau,Marketing Analytics,graduate fresher,,22 DAYS AGO,Fresher,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Other
Only Fresher / Data Scientist / Python/ Tableau/ Data Analyst -  MNC,GABA Consultancy services ,,,0-0 Yrs,"2,25,000 - 4,75,000 PA.","Faridabad, Delhi NCR, Gurgaon","O2C
fresher data analyst
Power Bi
Banking
Data Management
Tableau
Marketing Analytics
graduate fresher",O2C,fresher data analyst,Power Bi,Banking,Data Management,Tableau,Marketing Analytics,graduate fresher,,30+ DAYS AGO,Fresher,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Other
Data Analyst,MKS Vision Pvt. Ltd. ,,,4-9 Yrs,Not disclosed,Hyderabad,"Data Science
Python
SQL
IT Skills
Python
Data Science
Machine Learning
Tableau",Data Science,Python,SQL,IT Skills,Python,Data Science,Machine Learning,Tableau,HOT JOB,,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Editorialist YX - Data Scientist,Project YX,,,3-6 Yrs,Not disclosed,Gurgaon,"deep learning
Data analysis
data science
spark
Machine learning
Hadoop
E-commerce
Statistics",deep learning,Data analysis,data science,spark,Machine learning,Hadoop,E-commerce,Statistics,,4 DAYS AGO,Bio-Statistician,FMCG, Foods,Medical,"Full Time, Permanent",R&D
Editorialist YX - Data Scientist,Editorialist YX,,,3-5 Yrs,Not disclosed,Gurgaon,"deep learning
Data analysis
data science
spark
Machine learning
Hadoop
E-commerce
Statistics",deep learning,Data analysis,data science,spark,Machine learning,Hadoop,E-commerce,Statistics,,4 DAYS AGO,Bio-Statistician,Gems, Jewellery,Medical,"Full Time, Permanent",R&D
Data Scientist,NatWest Group,,,2-7 Yrs,Not disclosed,Gurgaon Gurugram,"IT Skills
Data Science
Cloud
Big Data
Data Science
Multivariate Analysis
Statistical Software
Customer Experience",IT Skills,Data Science,Cloud,Big Data,Data Science,Multivariate Analysis,Statistical Software,Customer Experience,HOT JOB,,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Scientist,Jubna,,,4-9 Yrs,Not disclosed,Noida,"C++
Data analysis
data science
SAS
Project management
Agile
Perl
Business intelligence",C++,Data analysis,data science,SAS,Project management,Agile,Perl,Business intelligence,,8 DAYS AGO,Software Developer,Advertising, PR,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Scientist,NatWest Group,,,2-7 Yrs,Not disclosed,Gurgaon Gurugram,"IT Skills
Data Science
Cloud
Big Data
Data Science
Multivariate Analysis
Statistical Software
Customer Experience",IT Skills,Data Science,Cloud,Big Data,Data Science,Multivariate Analysis,Statistical Software,Customer Experience,HOT JOB,,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Scientist - Machine Learning/APICS,CarbyneTech India,3.1,(7 Reviews),3-8 Yrs,Not disclosed,Hyderabad,"Data Science
R
NLP
Artificial Intelligence
Data Management
Machine Learning
Python
Predictive Analytics",Data Science,R,NLP,Artificial Intelligence,Data Management,Machine Learning,Python,Predictive Analytics,PREMIUM,16 DAYS AGO,Data Analyst,Accounting, Finance,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Only Fresher / Data Scientist / Python/Tableau/ Data Analyst - MNC OSC,GABA Consultancy services ,,,0-0 Yrs,"2,25,000 - 4,75,000 PA.","Lucknow, Chandigarh, Jaipur","O2C
fresher data analyst
Power Bi
Banking
Data Management
Tableau
Marketing Analytics
graduate fresher",O2C,fresher data analyst,Power Bi,Banking,Data Management,Tableau,Marketing Analytics,graduate fresher,,22 DAYS AGO,Fresher,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Other
Data Analyst-Intern,SmartHelio,,,0-1 Yrs,Not disclosed,Delhi,"Renewable energy
data science
Product service
Artificial Intelligence
Solar energy
Electronics
Data analytics
Research",Renewable energy,data science,Product service,Artificial Intelligence,Solar energy,Electronics,Data analytics,Research,,14 DAYS AGO,,,,,"Full Time, Permanent",Other
Data Analyst - Intern,Mindworksglobal,3.6,(5 Reviews),0-1 Yrs,Not disclosed,Delhi,"CSS
Web technologies
data science
Intern
Database
HTML
Data Analyst
Internship",CSS,Web technologies,data science,Intern,Database,HTML,Data Analyst,Internship,,30+ DAYS AGO,Software Developer,Internet, Ecommerce,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Senior Data Scientist,GANIT BUSINESS SOLUTIONS PRIVATE LIMITED,,,4-6 Yrs,"15,00,000 - 20,00,000 PA.","Chennai, Mumbai, Bengaluru, Hyderabad","Predictive Modeling
Logistic Regression
Segmentation
Data Mining
Text Mining
Machine Learning
Random Forest
SQL",Predictive Modeling,Logistic Regression,Segmentation,Data Mining,Text Mining,Machine Learning,Random Forest,SQL,PREMIUM,3 DAYS AGO,Data Analyst,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
"Data Scientist, I",Zebra Technologies,4,(23 Reviews),0-2 Yrs,Not disclosed,"Bengaluru, Bangalore","IT Skills
Software Development
Machine Learning
Big Data
Data Science
Machine Learning
Python",IT Skills,Software Development,Machine Learning,Big Data,Data Science,Machine Learning,Python,,PREMIUM,30+ DAYS AGO,Fresher,IT-Software, Software Services,IT Software - System Programming,"Full Time, Permanent",Other
Junior Data Scientist/ TA,WSD CONSULTANT PRIVATE LIMITED,,,1-5 Yrs,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon, Hyderabad","IT Skills
Data Science
Machine Learning
Artificial Intelligence
Data Science
Content Delivery
Artificial Intelligence
Content Development",IT Skills,Data Science,Machine Learning,Artificial Intelligence,Data Science,Content Delivery,Artificial Intelligence,Content Development,,2 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Head - Data Scientist - Machine Learning,e-Hireo Global Pvt Ltd,,,8-10 Yrs,Not disclosed,Bengaluru,"Data Science
R
Data Scientist
Data Management
Machine Learning
Algorithm
Analytics
Python",Data Science,R,Data Scientist,Data Management,Machine Learning,Algorithm,Analytics,Python,PREMIUM,4 DAYS AGO,Head/VP/GM - Analytics & BI,Internet, Ecommerce,Analytics & Business Intelligence,"Full Time, Permanent",Senior Management
Sr. Data Analyst,Multi Recruit   ,,,5-7 Yrs,"12,00,000 - 15,00,000 PA.",Bengaluru,"Data Science
Business Modeling
Power BI
Computer Science
Data Analysis
Big Data
Data Visualization
Microsoft Azure",Data Science,Business Modeling,Power BI,Computer Science,Data Analysis,Big Data,Data Visualization,Microsoft Azure,PREMIUM,2 DAYS AGO,Data Analyst,Chemicals, PetroChemical,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Scientist,GANIT BUSINESS SOLUTIONS PRIVATE LIMITED,,,3-5 Yrs,"8,00,000 - 14,00,000 PA.","Chennai, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Gurgaon","python
data analytics
EDA
SAS
Power Bi
time series
business analytics
business intelligence",python,data analytics,EDA,SAS,Power Bi,time series,business analytics,business intelligence,PREMIUM,3 DAYS AGO,Data Analyst,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Hiring Data Scientist For Innominds,INNOMINDS SOFTWARE SEZ INDIA PRIVATE LIMITED,3.6,(81 Reviews),5-10 Yrs,Not disclosed,"Bengaluru, Hyderabad","IT Skills
Testing
Data Science
Data Science
Algorithm Development
deep learning
Algorithms
Artificial Intelligence",IT Skills,Testing,Data Science,Data Science,Algorithm Development,deep learning,Algorithms,Artificial Intelligence,PREFERRED,3 DAYS AGO,Technical Architect,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Staff Data Scientist,Infoblox,4,(15 Reviews),3-8 Yrs,Not disclosed,Bengaluru,"Computer science
Data analysis
data science
Machine learning
SCALA
DNS
Network security
Data mining",Computer science,Data analysis,data science,Machine learning,SCALA,DNS,Network security,Data mining,,30+ DAYS AGO,Research Scientist,IT-Software, Software Services,Medical,"Full Time, Permanent",R&D
Data Scientist - Big Data / Machine Learning,India Israel Innovation HUB,,,7-12 Yrs,"10,00,000 - 18,00,000 PA.",Delhi NCR,"IT Skills
Python
C#
Data Science
Java
Data Scientist
Artificial Intelligence
SCALA",IT Skills,Python,C#,Data Science,Java,Data Scientist,Artificial Intelligence,SCALA,,4 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Senior Data Scientist For Bangalore,Kinara Capital,4.2,(173 Reviews),4-8 Yrs,Not disclosed,Bengaluru(1st Stage Indira Nagar +1),"data analysis
statistical analytics
Mathematics
machine learning
business intelligence
financial services
sql
Engineering",data analysis,statistical analytics,Mathematics,machine learning,business intelligence,financial services,sql,Engineering,PREMIUM,17 DAYS AGO,Other,Banking, Financial Services,Other,"Full Time, Permanent",Other
Data Scientist - Machine Learning,Catalyst,,,2-7 Yrs,Not disclosed,Bengaluru,"Data Science
Data Quality
Data Scientist
Statistical Modeling
Statistical Analyst
Machine Learning",Data Science,Data Quality,Data Scientist,Statistical Modeling,Statistical Analyst,Machine Learning,,,PREMIUM,14 DAYS AGO,Data Analyst,Banking, Financial Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Chief Data Scientist - Machine Learning/ Python,Catalyst,,,7-12 Yrs,Not disclosed,Bengaluru,"IT Skills
Data Science
Data Science
R
Data Scientist
Hadoop
Statistical Modeling
Spark",IT Skills,Data Science,Data Science,R,Data Scientist,Hadoop,Statistical Modeling,Spark,PREMIUM,14 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
